Trial LumTarget LumMatch LT-LM LumComp %deviance Choice RT
371 51.9 63.0 -11.1 75.6 46.0 1 0.242149089998
372 48.8333333333 64.0 -15.1666666667 67.2 38.0 1 0.312718269997
373 48.8333333333 64.0 -15.1666666667 67.2 38.0 1 0.245989970001
374 55.4 67.1666666667 -11.7666666667 80.6 45.0 1 0.237412969997
375 55.4 67.1666666667 -11.7666666667 70.525 27.0 1 0.26811352
376 53.0 68.4285714286 -15.4285714286 75.2714285715 42.0 1 0.223409839997
377 48.8333333333 64.0 -15.1666666667 51.2 5.0 1 0.248814809998
378 51.9 63.0 -11.1 66.15 27.0 1 0.230133969999
379 55.4 67.1666666667 -11.7666666667 53.7333333334 -3.0 1 0.20387012
380 51.9 63.0 -11.1 50.4 -3.0 1 0.219320039996
381 55.4 67.1666666667 -11.7666666667 80.6 45.0 1 0.276409019996
382 51.9 63.0 -11.1 56.7 9.0 1 0.304400689998
383 55.4 67.1666666667 -11.7666666667 70.525 27.0 1 0.188979619998
384 53.0 68.4285714286 -15.4285714286 54.7428571429 3.0 1 0.171443699997
385 51.9 63.0 -11.1 50.4 -3.0 1 0.12457616
386 55.4 67.1666666667 -11.7666666667 67.1666666667 21.0 0 0.41441741
387 53.0 68.4285714286 -15.4285714286 82.1142857143 55.0 1 0.235404389998
388 53.0 68.4285714286 -15.4285714286 75.2714285715 42.0 1 0.329229029998
389 53.0 68.4285714286 -15.4285714286 71.85 36.0 1 0.278969879997
390 48.8333333333 64.0 -15.1666666667 64.0 31.0 1 0.276302379996
391 53.0 68.4285714286 -15.4285714286 75.2714285715 42.0 0 1.1905029
392 48.8333333333 64.0 -15.1666666667 57.6 18.0 1 0.265132979996
393 55.4 67.1666666667 -11.7666666667 73.8833333334 33.0 0 0.740228369999
394 48.8333333333 64.0 -15.1666666667 67.2 38.0 1 0.619292389998
395 53.0 68.4285714286 -15.4285714286 71.85 36.0 0 0.603417859998
396 51.9 63.0 -11.1 75.6 46.0 1 0.264805259998
397 48.8333333333 64.0 -15.1666666667 76.8 57.0 1 0.252222309999
398 48.8333333333 64.0 -15.1666666667 76.8 57.0 1 0.200866969997
399 51.9 63.0 -11.1 69.3 34.0 1 0.220370579998
400 53.0 68.4285714286 -15.4285714286 82.1142857143 55.0 1 0.274508009999
401 53.0 68.4285714286 -15.4285714286 68.4285714286 29.0 0 0.45520357
402 51.9 63.0 -11.1 75.6 46.0 1 0.24007149
403 48.8333333333 64.0 -15.1666666667 64.0 31.0 0 0.57285945
404 55.4 67.1666666667 -11.7666666667 73.8833333334 33.0 0 0.583329289999
405 53.0 68.4285714286 -15.4285714286 71.85 36.0 0 0.55689403
406 53.0 68.4285714286 -15.4285714286 68.4285714286 29.0 0 1.53685445
407 51.9 63.0 -11.1 50.4 -3.0 1 0.212624009997
408 53.0 68.4285714286 -15.4285714286 65.0071428572 23.0 0 0.400583369996
409 51.9 63.0 -11.1 75.6 46.0 1 0.19272445
410 51.9 63.0 -11.1 66.15 27.0 1 0.702230789997
411 51.9 63.0 -11.1 66.15 27.0 1 0.257625869996
412 53.0 68.4285714286 -15.4285714286 65.0071428572 23.0 0 0.34039854
413 48.8333333333 64.0 -15.1666666667 51.2 5.0 1 0.224300279999
414 53.0 68.4285714286 -15.4285714286 61.5857142857 16.0 1 0.153906789998
415 48.8333333333 64.0 -15.1666666667 67.2 38.0 0 0.307335419999
416 55.4 67.1666666667 -11.7666666667 80.6 45.0 1 0.17917693
417 53.0 68.4285714286 -15.4285714286 54.7428571429 3.0 1 0.250419609998
418 48.8333333333 64.0 -15.1666666667 60.8 25.0 1 0.188891799997
419 55.4 67.1666666667 -11.7666666667 63.8083333334 15.0 0 0.207067609997
420 55.4 67.1666666667 -11.7666666667 53.7333333334 -3.0 1 0.163018089999
421 51.9 63.0 -11.1 75.6 46.0 1 0.515862830001
422 48.8333333333 64.0 -15.1666666667 64.0 31.0 0 0.291863129998
423 51.9 63.0 -11.1 63.0 21.0 0 0.393333699998
424 55.4 67.1666666667 -11.7666666667 63.8083333334 15.0 0 0.258932179997
425 48.8333333333 64.0 -15.1666666667 57.6 18.0 1 0.179182779997
426 51.9 63.0 -11.1 56.7 9.0 1 0.343830079997
427 48.8333333333 64.0 -15.1666666667 57.6 18.0 1 0.160628689999
428 55.4 67.1666666667 -11.7666666667 70.525 27.0 0 0.215715379996
429 53.0 68.4285714286 -15.4285714286 61.5857142857 16.0 1 0.0606113099966
430 48.8333333333 64.0 -15.1666666667 76.8 57.0 1 0.205226489998
431 48.8333333333 64.0 -15.1666666667 67.2 38.0 1 0.45423051
432 55.4 67.1666666667 -11.7666666667 73.8833333334 33.0 0 0.259504759997
433 51.9 63.0 -11.1 59.85 15.0 1 0.153316749998
434 53.0 68.4285714286 -15.4285714286 68.4285714286 29.0 0 0.252174189998
435 53.0 68.4285714286 -15.4285714286 54.7428571429 3.0 1 0.202369429997
436 53.0 68.4285714286 -15.4285714286 61.5857142857 16.0 1 0.139587619997
437 55.4 67.1666666667 -11.7666666667 53.7333333334 -3.0 1 0.13491818
438 48.8333333333 64.0 -15.1666666667 51.2 5.0 1 0.118221019995
439 55.4 67.1666666667 -11.7666666667 53.7333333334 -3.0 1 0.114303859998
440 53.0 68.4285714286 -15.4285714286 68.4285714286 29.0 0 0.250244840001
441 48.8333333333 64.0 -15.1666666667 76.8 57.0 1 0.25787121
442 55.4 67.1666666667 -11.7666666667 53.7333333334 -3.0 1 0.128874899998
443 55.4 67.1666666667 -11.7666666667 53.7333333334 -3.0 1 0.17904639
444 55.4 67.1666666667 -11.7666666667 63.8083333334 15.0 1 0.172338789998
445 55.4 67.1666666667 -11.7666666667 67.1666666667 21.0 0 0.302925
446 53.0 68.4285714286 -15.4285714286 54.7428571429 3.0 1 0.10025897
447 48.8333333333 64.0 -15.1666666667 60.8 25.0 1 0.106466259997
448 51.9 63.0 -11.1 63.0 21.0 1 0.096924999998
449 51.9 63.0 -11.1 75.6 46.0 1 0.224520569998
450 55.4 67.1666666667 -11.7666666667 63.8083333334 15.0 0 0.23380718
451 55.4 67.1666666667 -11.7666666667 63.8083333334 15.0 0 0.31488591
452 51.9 63.0 -11.1 69.3 34.0 0 0.407627139997
453 55.4 67.1666666667 -11.7666666667 67.1666666667 21.0 0 0.320133829999
454 48.8333333333 64.0 -15.1666666667 51.2 5.0 1 0.152101139996
455 55.4 67.1666666667 -11.7666666667 67.1666666667 21.0 0 0.199729469998
456 51.9 63.0 -11.1 69.3 34.0 0 0.317501249996
457 53.0 68.4285714286 -15.4285714286 54.7428571429 3.0 1 0.18063015
458 55.4 67.1666666667 -11.7666666667 53.7333333334 -3.0 1 0.130060779997
459 48.8333333333 64.0 -15.1666666667 64.0 31.0 0 0.297421020001
460 55.4 67.1666666667 -11.7666666667 60.45 9.0 1 0.22049308
461 51.9 63.0 -11.1 56.7 9.0 1 0.182248900001
462 53.0 68.4285714286 -15.4285714286 65.0071428572 23.0 0 0.294177159998
463 48.8333333333 64.0 -15.1666666667 67.2 38.0 0 0.358101789996
464 51.9 63.0 -11.1 56.7 9.0 1 0.186318789998
465 48.8333333333 64.0 -15.1666666667 70.4 44.0 0 0.327106109999
466 48.8333333333 64.0 -15.1666666667 57.6 18.0 1 0.158580390002
467 48.8333333333 64.0 -15.1666666667 76.8 57.0 1 0.237381109997
468 55.4 67.1666666667 -11.7666666667 60.45 9.0 1 0.153006599998
469 53.0 68.4285714286 -15.4285714286 71.85 36.0 1 0.342944949996
470 53.0 68.4285714286 -15.4285714286 68.4285714286 29.0 0 0.262083959995
471 48.8333333333 64.0 -15.1666666667 67.2 38.0 1 0.142039810002
472 51.9 63.0 -11.1 50.4 -3.0 1 0.15187645
473 51.9 63.0 -11.1 69.3 34.0 1 0.166515949997
474 51.9 63.0 -11.1 59.85 15.0 1 0.105729449999
475 51.9 63.0 -11.1 59.85 15.0 1 0.071647140001
476 53.0 68.4285714286 -15.4285714286 54.7428571429 3.0 1 0.121475049997
477 48.8333333333 64.0 -15.1666666667 57.6 18.0 1 0.0188710599978
478 51.9 63.0 -11.1 56.7 9.0 1 0.129368259997
479 51.9 63.0 -11.1 56.7 9.0 1 0.0720194899986
480 53.0 68.4285714286 -15.4285714286 61.5857142857 16.0 1 0.0930034999983
481 51.9 63.0 -11.1 66.15 27.0 1 0.415775099998
482 51.9 63.0 -11.1 63.0 21.0 1 0.153446559998
483 51.9 63.0 -11.1 50.4 -3.0 1 0.189438129997
484 53.0 68.4285714286 -15.4285714286 75.2714285715 42.0 1 0.185102929998
485 55.4 67.1666666667 -11.7666666667 80.6 45.0 1 0.265710569998
486 55.4 67.1666666667 -11.7666666667 80.6 45.0 1 0.164625919999
487 55.4 67.1666666667 -11.7666666667 70.525 27.0 1 0.172061169997
488 53.0 68.4285714286 -15.4285714286 71.85 36.0 1 0.15541901
489 51.9 63.0 -11.1 56.7 9.0 1 0.144471579995
490 51.9 63.0 -11.1 69.3 34.0 1 0.14224017
491 51.9 63.0 -11.1 59.85 15.0 1 0.168537940001
492 48.8333333333 64.0 -15.1666666667 51.2 5.0 1 0.109831899998
493 55.4 67.1666666667 -11.7666666667 60.45 9.0 1 0.144662479997
494 55.4 67.1666666667 -11.7666666667 67.1666666667 21.0 1 0.181360409999
495 48.8333333333 64.0 -15.1666666667 64.0 31.0 0 0.450805659999
496 55.4 67.1666666667 -11.7666666667 70.525 27.0 1 0.413675589996
497 53.0 68.4285714286 -15.4285714286 65.0071428572 23.0 0 0.253533139999
498 53.0 68.4285714286 -15.4285714286 75.2714285715 42.0 0 0.285857889998
499 48.8333333333 64.0 -15.1666666667 60.8 25.0 1 0.20846768
500 51.9 63.0 -11.1 59.85 15.0 1 0.128052439999
501 48.8333333333 64.0 -15.1666666667 64.0 31.0 0 0.222412089999
502 53.0 68.4285714286 -15.4285714286 54.7428571429 3.0 1 0.166021569999
503 53.0 68.4285714286 -15.4285714286 61.5857142857 16.0 1 0.120214409999
504 55.4 67.1666666667 -11.7666666667 60.45 9.0 1 0.165607919997
505 55.4 67.1666666667 -11.7666666667 53.7333333334 -3.0 1 0.173770559999
506 51.9 63.0 -11.1 69.3 34.0 0 0.453123679996
507 53.0 68.4285714286 -15.4285714286 68.4285714286 29.0 0 0.182819559999
508 53.0 68.4285714286 -15.4285714286 65.0071428572 23.0 0 0.464233089999
509 48.8333333333 64.0 -15.1666666667 76.8 57.0 1 0.313530569998
510 48.8333333333 64.0 -15.1666666667 57.6 18.0 1 0.176837529998
511 55.4 67.1666666667 -11.7666666667 60.45 9.0 1 0.156557209997
512 53.0 68.4285714286 -15.4285714286 54.7428571429 3.0 1 0.153862389998
513 55.4 67.1666666667 -11.7666666667 67.1666666667 21.0 0 0.234163519999
514 51.9 63.0 -11.1 63.0 21.0 0 0.225163429997
515 53.0 68.4285714286 -15.4285714286 82.1142857143 55.0 1 0.286964589999
516 48.8333333333 64.0 -15.1666666667 60.8 25.0 1 0.172742389997
517 55.4 67.1666666667 -11.7666666667 63.8083333334 15.0 0 0.371395819999
518 51.9 63.0 -11.1 56.7 9.0 1 0.156268689996
519 55.4 67.1666666667 -11.7666666667 70.525 27.0 1 0.378085789998
520 51.9 63.0 -11.1 50.4 -3.0 1 0.181044009998
521 55.4 67.1666666667 -11.7666666667 73.8833333334 33.0 1 0.280814719998
522 48.8333333333 64.0 -15.1666666667 64.0 31.0 0 0.298025609998
523 55.4 67.1666666667 -11.7666666667 70.525 27.0 0 0.268336259996
524 48.8333333333 64.0 -15.1666666667 70.4 44.0 0 0.38491176
525 51.9 63.0 -11.1 69.3 34.0 1 0.299872969998
526 48.8333333333 64.0 -15.1666666667 67.2 38.0 1 0.21014653
527 53.0 68.4285714286 -15.4285714286 61.5857142857 16.0 1 0.175088639997
528 53.0 68.4285714286 -15.4285714286 65.0071428572 23.0 0 0.214088169996
529 53.0 68.4285714286 -15.4285714286 68.4285714286 29.0 0 0.269775979999
530 51.9 63.0 -11.1 50.4 -3.0 1 0.14755967
531 55.4 67.1666666667 -11.7666666667 53.7333333334 -3.0 1 0.152585659998
532 51.9 63.0 -11.1 75.6 46.0 1 0.272544970001
533 53.0 68.4285714286 -15.4285714286 68.4285714286 29.0 0 0.275040359997
534 51.9 63.0 -11.1 63.0 21.0 0 0.460138809998
535 48.8333333333 64.0 -15.1666666667 60.8 25.0 1 0.116108539998
536 51.9 63.0 -11.1 50.4 -3.0 1 0.250490119997
537 48.8333333333 64.0 -15.1666666667 67.2 38.0 1 0.267120969998
538 48.8333333333 64.0 -15.1666666667 76.8 57.0 1 0.184622199999
539 48.8333333333 64.0 -15.1666666667 51.2 5.0 1 0.121645309995
540 51.9 63.0 -11.1 56.7 9.0 1 0.214856759998
541 55.4 67.1666666667 -11.7666666667 63.8083333334 15.0 1 0.188448339999
542 51.9 63.0 -11.1 69.3 34.0 1 0.291211069998
543 53.0 68.4285714286 -15.4285714286 71.85 36.0 1 0.242195679999
544 55.4 67.1666666667 -11.7666666667 80.6 45.0 1 0.145547649998
545 55.4 67.1666666667 -11.7666666667 53.7333333334 -3.0 1 0.201424029998
546 48.8333333333 64.0 -15.1666666667 76.8 57.0 1 0.267218469999
547 53.0 68.4285714286 -15.4285714286 61.5857142857 16.0 1 0.155101629996
548 48.8333333333 64.0 -15.1666666667 60.8 25.0 1 0.154225989998
549 53.0 68.4285714286 -15.4285714286 65.0071428572 23.0 1 0.456943950001
550 55.4 67.1666666667 -11.7666666667 73.8833333334 33.0 1 0.225637060001
551 51.9 63.0 -11.1 75.6 46.0 1 0.203794259996
552 48.8333333333 64.0 -15.1666666667 70.4 44.0 1 0.160674559997
553 48.8333333333 64.0 -15.1666666667 57.6 18.0 1 0.158006350001
554 48.8333333333 64.0 -15.1666666667 51.2 5.0 1 0.169890819998
555 55.4 67.1666666667 -11.7666666667 73.8833333334 33.0 1 0.182927749996
556 55.4 67.1666666667 -11.7666666667 53.7333333334 -3.0 1 0.176117619998
557 53.0 68.4285714286 -15.4285714286 68.4285714286 29.0 0 0.584939919998
558 48.8333333333 64.0 -15.1666666667 60.8 25.0 1 0.114754209997
559 48.8333333333 64.0 -15.1666666667 60.8 25.0 1 0.170834769997
560 55.4 67.1666666667 -11.7666666667 80.6 45.0 0 0.314469140001
