Trial LumTarget LumMatch LT-LM LumComp %deviance Choice RT
374 55.4 67.1666666667 -11.7666666667 49.86 -26.0 0 0.49945783
375 55.4 67.1666666667 -11.7666666667 60.94 -9.0 1 0.19315154
376 53.0 68.4285714286 -15.4285714286 55.65 -19.0 1 0.288136
377 55.4 67.1666666667 -11.7666666667 66.48 -1.0 1 0.15054327
378 51.9 63.0 -11.1 46.71 -26.0 0 0.37380436
379 55.4 67.1666666667 -11.7666666667 44.32 -34.0 1 0.36238139
380 55.4 67.1666666667 -11.7666666667 60.94 -9.0 1 0.18617843
381 53.0 68.4285714286 -15.4285714286 58.3 -15.0 1 0.13829918
382 53.0 68.4285714286 -15.4285714286 58.3 -15.0 1 0.11228843
383 48.8333333333 64.0 -15.1666666667 39.0666666666 -39.0 0 0.4544342
384 53.0 68.4285714286 -15.4285714286 42.4 -38.0 0 0.29940074
385 53.0 68.4285714286 -15.4285714286 58.3 -15.0 1 0.09649236
386 48.8333333333 64.0 -15.1666666667 46.3916666666 -28.0 1 0.27420746
387 53.0 68.4285714286 -15.4285714286 58.3 -15.0 1 0.13349966
388 51.9 63.0 -11.1 57.09 -9.0 1 0.10920288
389 51.9 63.0 -11.1 49.305 -22.0 0 0.31501254
390 51.9 63.0 -11.1 49.305 -22.0 1 0.34954811
391 48.8333333333 64.0 -15.1666666667 51.275 -20.0 1 0.20085929
392 51.9 63.0 -11.1 49.305 -22.0 1 0.17511311
393 51.9 63.0 -11.1 49.305 -22.0 1 0.22339588
394 53.0 68.4285714286 -15.4285714286 58.3 -15.0 1 0.0874410099998
395 55.4 67.1666666667 -11.7666666667 49.86 -26.0 0 0.41959789
396 53.0 68.4285714286 -15.4285714286 42.4 -38.0 1 0.12838907
397 53.0 68.4285714286 -15.4285714286 58.3 -15.0 1 0.0765322
398 51.9 63.0 -11.1 49.305 -22.0 0 0.46010272
399 53.0 68.4285714286 -15.4285714286 63.6 -7.0 1 0.0402379699999
400 51.9 63.0 -11.1 51.9 -18.0 1 0.24226263
401 55.4 67.1666666667 -11.7666666667 58.17 -13.0 1 0.12488836
402 51.9 63.0 -11.1 57.09 -9.0 1 0.0776626700001
403 51.9 63.0 -11.1 62.28 -1.0 1 0.1198943
404 48.8333333333 64.0 -15.1666666667 58.6 -8.0 1 0.10144908
405 48.8333333333 64.0 -15.1666666667 46.3916666666 -28.0 0 0.28704323
406 53.0 68.4285714286 -15.4285714286 63.6 -7.0 1 0.0647161699999
407 51.9 63.0 -11.1 46.71 -26.0 0 0.32159948
408 55.4 67.1666666667 -11.7666666667 44.32 -34.0 1 0.67709669
409 51.9 63.0 -11.1 41.52 -34.0 1 0.37252451
410 48.8333333333 64.0 -15.1666666667 58.6 -8.0 1 0.14237623
411 48.8333333333 64.0 -15.1666666667 58.6 -8.0 1 0.0828951399999
412 55.4 67.1666666667 -11.7666666667 52.63 -22.0 0 0.27656006
413 51.9 63.0 -11.1 57.09 -9.0 1 0.51733065
414 55.4 67.1666666667 -11.7666666667 52.63 -22.0 0 0.24130617
415 48.8333333333 64.0 -15.1666666667 48.8333333333 -24.0 1 0.32119983
416 51.9 63.0 -11.1 41.52 -34.0 1 0.52916445
417 48.8333333333 64.0 -15.1666666667 58.6 -8.0 1 0.17625736
418 48.8333333333 64.0 -15.1666666667 53.7166666666 -16.0 1 0.29583851
419 51.9 63.0 -11.1 62.28 -1.0 1 0.22270076
420 55.4 67.1666666667 -11.7666666667 49.86 -26.0 0 0.9086194
421 55.4 67.1666666667 -11.7666666667 60.94 -9.0 1 0.10298448
422 53.0 68.4285714286 -15.4285714286 50.35 -26.0 1 0.37556252
423 53.0 68.4285714286 -15.4285714286 42.4 -38.0 1 0.31137803
424 48.8333333333 64.0 -15.1666666667 48.8333333333 -24.0 0 0.49056999
425 55.4 67.1666666667 -11.7666666667 60.94 -9.0 1 0.14438201
426 55.4 67.1666666667 -11.7666666667 52.63 -22.0 0 0.23303427
427 55.4 67.1666666667 -11.7666666667 58.17 -13.0 1 0.15009386
428 55.4 67.1666666667 -11.7666666667 52.63 -22.0 0 0.27900044
429 55.4 67.1666666667 -11.7666666667 52.63 -22.0 0 0.29142868
430 48.8333333333 64.0 -15.1666666667 39.0666666666 -39.0 0 0.45428385
431 55.4 67.1666666667 -11.7666666667 55.4 -18.0 0 0.22976544
432 51.9 63.0 -11.1 51.9 -18.0 1 0.52813685
433 48.8333333333 64.0 -15.1666666667 53.7166666666 -16.0 1 0.26017305
434 55.4 67.1666666667 -11.7666666667 44.32 -34.0 1 0.41334407
435 48.8333333333 64.0 -15.1666666667 43.95 -31.0 1 0.25999329
436 53.0 68.4285714286 -15.4285714286 53.0 -23.0 1 0.2849849
437 55.4 67.1666666667 -11.7666666667 55.4 -18.0 1 0.56950521
438 55.4 67.1666666667 -11.7666666667 49.86 -26.0 1 0.44775805
439 55.4 67.1666666667 -11.7666666667 66.48 -1.0 1 0.24515743
440 53.0 68.4285714286 -15.4285714286 53.0 -23.0 1 0.53621913
441 48.8333333333 64.0 -15.1666666667 43.95 -31.0 0 0.42882661
442 55.4 67.1666666667 -11.7666666667 58.17 -13.0 1 0.13699478
443 48.8333333333 64.0 -15.1666666667 51.275 -20.0 1 0.27109729
444 53.0 68.4285714286 -15.4285714286 63.6 -7.0 1 0.24419216
445 53.0 68.4285714286 -15.4285714286 63.6 -7.0 1 0.19368982
446 48.8333333333 64.0 -15.1666666667 51.275 -20.0 1 0.3072864
447 51.9 63.0 -11.1 62.28 -1.0 1 0.22989094
448 51.9 63.0 -11.1 62.28 -1.0 1 0.26096414
449 53.0 68.4285714286 -15.4285714286 53.0 -23.0 1 0.2344056
450 55.4 67.1666666667 -11.7666666667 58.17 -13.0 1 0.16041651
451 53.0 68.4285714286 -15.4285714286 50.35 -26.0 1 0.36118963
452 51.9 63.0 -11.1 57.09 -9.0 1 0.13411021
453 53.0 68.4285714286 -15.4285714286 42.4 -38.0 1 0.35162283
454 55.4 67.1666666667 -11.7666666667 52.63 -22.0 1 0.23673516
455 51.9 63.0 -11.1 51.9 -18.0 1 0.18632889
456 53.0 68.4285714286 -15.4285714286 55.65 -19.0 1 0.11562057
457 55.4 67.1666666667 -11.7666666667 49.86 -26.0 1 0.22704194
458 48.8333333333 64.0 -15.1666666667 53.7166666666 -16.0 1 0.27406492
459 48.8333333333 64.0 -15.1666666667 53.7166666666 -16.0 1 0.2218968
460 55.4 67.1666666667 -11.7666666667 49.86 -26.0 1 0.11723506
461 55.4 67.1666666667 -11.7666666667 55.4 -18.0 1 0.14748275
462 51.9 63.0 -11.1 51.9 -18.0 1 0.19276258
463 48.8333333333 64.0 -15.1666666667 39.0666666666 -39.0 0 0.52776791
464 53.0 68.4285714286 -15.4285714286 58.3 -15.0 1 0.14554658
465 48.8333333333 64.0 -15.1666666667 39.0666666666 -39.0 1 0.45125036
466 55.4 67.1666666667 -11.7666666667 44.32 -34.0 0 0.35796663
467 48.8333333333 64.0 -15.1666666667 51.275 -20.0 1 0.23701738
468 55.4 67.1666666667 -11.7666666667 66.48 -1.0 1 0.17360654
469 48.8333333333 64.0 -15.1666666667 48.8333333333 -24.0 0 0.53750051
470 48.8333333333 64.0 -15.1666666667 53.7166666666 -16.0 1 0.140568
471 48.8333333333 64.0 -15.1666666667 43.95 -31.0 0 0.4046909
472 51.9 63.0 -11.1 54.495 -14.0 1 0.20240494
473 51.9 63.0 -11.1 57.09 -9.0 1 0.13717854
474 53.0 68.4285714286 -15.4285714286 50.35 -26.0 0 0.33764754
475 48.8333333333 64.0 -15.1666666667 39.0666666666 -39.0 1 0.24237691
476 51.9 63.0 -11.1 46.71 -26.0 1 0.20368458
477 55.4 67.1666666667 -11.7666666667 58.17 -13.0 1 0.12494999
478 55.4 67.1666666667 -11.7666666667 58.17 -13.0 1 0.15594636
479 48.8333333333 64.0 -15.1666666667 39.0666666666 -39.0 0 0.56827891
480 48.8333333333 64.0 -15.1666666667 51.275 -20.0 1 0.15763004
481 55.4 67.1666666667 -11.7666666667 55.4 -18.0 0 0.44268716
482 53.0 68.4285714286 -15.4285714286 47.7 -30.0 1 0.79160609
483 55.4 67.1666666667 -11.7666666667 58.17 -13.0 1 0.14701777
484 53.0 68.4285714286 -15.4285714286 47.7 -30.0 1 0.70166016
485 48.8333333333 64.0 -15.1666666667 48.8333333333 -24.0 1 0.3102119
486 51.9 63.0 -11.1 41.52 -34.0 1 0.78770758
487 55.4 67.1666666667 -11.7666666667 58.17 -13.0 1 0.19597088
488 51.9 63.0 -11.1 51.9 -18.0 1 0.52603109
489 53.0 68.4285714286 -15.4285714286 53.0 -23.0 1 0.5441535
490 53.0 68.4285714286 -15.4285714286 47.7 -30.0 1 0.37061523
491 55.4 67.1666666667 -11.7666666667 66.48 -1.0 1 0.20590978
492 51.9 63.0 -11.1 41.52 -34.0 1 0.33952246
493 55.4 67.1666666667 -11.7666666667 58.17 -13.0 1 0.24192864
494 51.9 63.0 -11.1 41.52 -34.0 1 0.63156415
495 51.9 63.0 -11.1 54.495 -14.0 1 0.35807403
496 48.8333333333 64.0 -15.1666666667 48.8333333333 -24.0 1 0.24628503
497 51.9 63.0 -11.1 62.28 -1.0 1 0.19155069
498 51.9 63.0 -11.1 62.28 -1.0 1 0.20348577
499 48.8333333333 64.0 -15.1666666667 48.8333333333 -24.0 1 0.44651839
500 51.9 63.0 -11.1 41.52 -34.0 1 0.78942679
501 55.4 67.1666666667 -11.7666666667 66.48 -1.0 1 0.2891331
502 55.4 67.1666666667 -11.7666666667 66.48 -1.0 1 0.21923919
503 51.9 63.0 -11.1 46.71 -26.0 0 0.42253069
504 48.8333333333 64.0 -15.1666666667 48.8333333333 -24.0 0 0.3830138
505 55.4 67.1666666667 -11.7666666667 58.17 -13.0 1 0.18901942
506 51.9 63.0 -11.1 46.71 -26.0 0 0.48551067
507 48.8333333333 64.0 -15.1666666667 51.275 -20.0 1 0.25440197
508 55.4 67.1666666667 -11.7666666667 44.32 -34.0 1 0.48039857
509 53.0 68.4285714286 -15.4285714286 55.65 -19.0 1 0.31678126
510 48.8333333333 64.0 -15.1666666667 53.7166666666 -16.0 1 0.21939098
511 48.8333333333 64.0 -15.1666666667 48.8333333333 -24.0 0 0.49087821
512 55.4 67.1666666667 -11.7666666667 55.4 -18.0 1 0.24924501
513 48.8333333333 64.0 -15.1666666667 53.7166666666 -16.0 1 0.21807193
514 53.0 68.4285714286 -15.4285714286 50.35 -26.0 0 0.49919414
515 55.4 67.1666666667 -11.7666666667 58.17 -13.0 1 0.17872297
516 55.4 67.1666666667 -11.7666666667 55.4 -18.0 0 0.34666475
517 55.4 67.1666666667 -11.7666666667 66.48 -1.0 1 0.21860994
518 53.0 68.4285714286 -15.4285714286 42.4 -38.0 1 0.3086566
519 51.9 63.0 -11.1 46.71 -26.0 1 0.68753118
520 51.9 63.0 -11.1 62.28 -1.0 1 0.17109281
521 53.0 68.4285714286 -15.4285714286 50.35 -26.0 0 0.34689971
522 48.8333333333 64.0 -15.1666666667 39.0666666666 -39.0 1 0.4473206
523 55.4 67.1666666667 -11.7666666667 66.48 -1.0 1 0.22718966
524 53.0 68.4285714286 -15.4285714286 53.0 -23.0 0 0.29617054
525 48.8333333333 64.0 -15.1666666667 53.7166666666 -16.0 1 0.31737572
526 55.4 67.1666666667 -11.7666666667 52.63 -22.0 0 0.36433071
527 51.9 63.0 -11.1 54.495 -14.0 0 0.52440072
528 48.8333333333 64.0 -15.1666666667 43.95 -31.0 1 0.45171659
529 48.8333333333 64.0 -15.1666666667 46.3916666666 -28.0 1 0.28634194
530 53.0 68.4285714286 -15.4285714286 63.6 -7.0 0 1.01121697
531 53.0 68.4285714286 -15.4285714286 58.3 -15.0 1 0.99656106
532 55.4 67.1666666667 -11.7666666667 55.4 -18.0 0 0.28812369
533 51.9 63.0 -11.1 51.9 -18.0 0 0.22824694
534 48.8333333333 64.0 -15.1666666667 43.95 -31.0 0 0.49408919
535 55.4 67.1666666667 -11.7666666667 44.32 -34.0 1 1.02215165
536 55.4 67.1666666667 -11.7666666667 52.63 -22.0 0 0.22956105
537 53.0 68.4285714286 -15.4285714286 42.4 -38.0 1 0.30795551
538 48.8333333333 64.0 -15.1666666667 39.0666666666 -39.0 1 0.32825883
539 53.0 68.4285714286 -15.4285714286 58.3 -15.0 1 0.44321379
540 51.9 63.0 -11.1 49.305 -22.0 0 0.27726064
541 55.4 67.1666666667 -11.7666666667 49.86 -26.0 1 0.59572205
542 53.0 68.4285714286 -15.4285714286 42.4 -38.0 1 0.83487887
543 53.0 68.4285714286 -15.4285714286 50.35 -26.0 1 0.67994622
544 55.4 67.1666666667 -11.7666666667 60.94 -9.0 1 0.27949287
545 48.8333333333 64.0 -15.1666666667 46.3916666666 -28.0 0 0.23682207
546 55.4 67.1666666667 -11.7666666667 60.94 -9.0 1 0.20809949
547 51.9 63.0 -11.1 57.09 -9.0 1 0.22041338
548 55.4 67.1666666667 -11.7666666667 55.4 -18.0 0 0.36267575
549 51.9 63.0 -11.1 51.9 -18.0 0 0.19329424
550 55.4 67.1666666667 -11.7666666667 44.32 -34.0 1 0.32756492
551 53.0 68.4285714286 -15.4285714286 47.7 -30.0 0 0.52596999
552 51.9 63.0 -11.1 49.305 -22.0 0 0.51639391
553 51.9 63.0 -11.1 46.71 -26.0 0 0.32223325
554 53.0 68.4285714286 -15.4285714286 47.7 -30.0 1 0.75234991
555 48.8333333333 64.0 -15.1666666667 39.0666666666 -39.0 1 0.63281575
556 53.0 68.4285714286 -15.4285714286 55.65 -19.0 1 0.90510521
557 53.0 68.4285714286 -15.4285714286 55.65 -19.0 1 0.47190692
558 48.8333333333 64.0 -15.1666666667 53.7166666666 -16.0 0 1.16444348
559 55.4 67.1666666667 -11.7666666667 44.32 -34.0 1 0.36856117
560 48.8333333333 64.0 -15.1666666667 58.6 -8.0 1 0.22171507
